user_id,age,gender,height_cm,weight_kg,bmi,goal,activity_level,equipment_access,sleep_hours,days_since_last_workout,weekly_workouts,completion_rate,recovery_score,recommended_workout,intensity_level,estimated_duration_min,estimated_calories,completed_workout
U9196,25,Female,187,92.7,26.5,Lose Weight,Beginner,Mixed,6.6,7,0,0.5,70,Cardio,1,38,379,0
U9197,29,Male,165,71.9,26.4,Lose Weight,Intermediate,Gym,6.5,3,0,0.73,100,Cardio,2,43,388,1
U9198,24,Female,170,66.2,22.9,Build Muscle,Beginner,Gym,5,10,6,0.88,76,Upper Body,1,42,413,1
U9199,44,Female,169,49.4,17.3,Lose Weight,Intermediate,Mixed,7.6,6,6,0.54,78,Cardio,2,44,349,1
U9200,44,Female,174,98.4,32.5,Lose Weight,Intermediate,Home,6.9,6,4,0.91,53,Lower Body,2,61,544,1
U9201,44,Female,186,62.6,18.1,Gain Strength,Beginner,Gym,9.3,1,2,0.78,81,Push,1,67,589,1
U9202,26,Female,168,82.7,29.3,Lose Weight,Intermediate,Mixed,6.5,9,0,0.87,82,Cardio,2,45,509,1
U9203,43,Female,190,69,19.1,Gain Strength,Beginner,Gym,8.8,6,0,0.96,52,Lower Body,1,51,404,1
U9204,43,Female,157,62.4,25.3,Build Muscle,Intermediate,Home,6.8,6,4,0.98,50,Lower Body,2,63,630,1
U9205,38,Female,162,94.5,36,Build Muscle,Intermediate,Home,6.9,2,4,0.85,92,Pull,2,54,404,1
U9206,34,Female,175,72.6,23.7,Build Muscle,Beginner,Mixed,7,1,3,0.63,58,Lower Body,1,57,638,1
U9207,40,Female,191,93.4,25.6,Lose Weight,Intermediate,Gym,7,5,1,0.63,65,Cardio,2,48,327,1
U9208,31,Female,170,77.7,26.9,Gain Strength,Intermediate,Gym,6.2,2,1,0.68,85,Legs,2,53,584,1
U9209,34,Male,153,59.7,25.5,Build Muscle,Beginner,Gym,5.9,8,6,0.72,78,Lower Body,1,65,737,1
U9210,18,Male,154,68.1,28.7,Lose Weight,Beginner,Gym,6.3,9,2,0.62,61,Full Body,1,53,424,1
U9211,37,Female,190,78.7,21.8,Improve Fitness,Beginner,Gym,7.5,3,5,0.83,87,Upper Body,1,41,403,1
U9212,28,Female,184,81.6,24.1,Gain Strength,Advanced,Gym,5.6,5,1,0.84,74,Legs,3,69,539,1
U9213,43,Female,182,82.1,24.8,Gain Strength,Intermediate,Home,5.7,3,5,0.68,54,Legs,2,60,649,1
U9214,30,Male,174,80.2,26.5,Lose Weight,Advanced,Mixed,6.6,3,4,0.63,48,Cardio,3,40,314,1
U9215,22,Female,165,78.4,28.8,Build Muscle,Intermediate,Gym,6.8,2,4,0.74,60,Lower Body,2,60,478,1
U9216,40,Female,162,46.2,17.6,Gain Strength,Advanced,Mixed,6.5,8,3,0.65,76,Pull,3,62,622,1
U9217,31,Female,152,53.1,23,Improve Fitness,Intermediate,Gym,6.3,0,0,0.45,72,Full Body,2,60,393,0
U9218,23,Male,155,50.9,21.2,Build Muscle,Intermediate,Mixed,8.6,9,5,0.75,80,Push,2,64,587,1
U9219,35,Female,193,87.5,23.5,Improve Fitness,Beginner,Mixed,7.3,2,1,0.56,54,Lower Body,1,52,366,1
U9220,21,Female,158,61.4,24.6,Lose Weight,Intermediate,Gym,7.7,5,5,0.37,64,Full Body,2,41,369,1
U9221,41,Male,167,89.8,32.2,Lose Weight,Beginner,Gym,7.6,1,4,1,62,Cardio,1,42,445,1
U9222,44,Male,165,61.5,22.6,Gain Strength,Beginner,Mixed,8.2,2,2,0.83,70,Legs,1,67,475,1
U9223,24,Male,166,52.9,19.2,Improve Fitness,Beginner,Home,8.4,6,4,1,48,Cardio,1,44,368,1
U9224,35,Male,174,92,30.4,Lose Weight,Intermediate,Gym,6.6,1,6,0.66,76,Cardio,2,32,348,1
U9225,34,Female,175,59.4,19.4,Lose Weight,Beginner,Gym,7.1,3,1,0.43,79,Cardio,1,49,365,1
U9226,24,Female,154,80.4,33.9,Build Muscle,Beginner,Gym,6.4,7,2,0.69,70,Legs,1,53,594,1
U9227,22,Male,184,96.8,28.6,Improve Fitness,Beginner,Mixed,7.5,2,4,0.89,64,Cardio,1,50,387,1
U9228,29,Male,185,90,26.3,Build Muscle,Advanced,Gym,4.5,10,3,0.84,53,Pull,3,62,549,1
U9229,45,Male,166,63.7,23.1,Lose Weight,Intermediate,Home,7.9,2,2,0.44,88,Full Body,2,49,403,1
U9230,28,Female,192,88.5,24,Lose Weight,Beginner,Home,8.7,6,4,0.56,44,Cardio,1,44,343,1
U9231,20,Female,194,91.8,24.4,Gain Strength,Advanced,Home,7.7,5,1,0.84,54,Pull,3,65,427,1
U9232,28,Female,174,53.6,17.7,Lose Weight,Advanced,Mixed,6.8,3,3,0.81,78,Full Body,3,59,661,1
U9233,38,Female,187,108.8,31.1,Build Muscle,Advanced,Home,6.7,4,2,0.39,89,Legs,3,61,695,1
U9234,36,Female,156,61.6,25.3,Gain Strength,Beginner,Gym,7.4,4,4,0.86,90,Legs,1,57,424,1
U9235,36,Male,184,82.6,24.4,Improve Fitness,Beginner,Mixed,8.4,9,0,0.82,62,Recovery,1,20,137,1
U9236,45,Female,163,62.4,23.5,Lose Weight,Intermediate,Gym,7.8,5,0,0.59,85,Lower Body,2,56,563,1
U9237,31,Female,171,73.7,25.2,Lose Weight,Intermediate,Mixed,7.5,3,3,0.98,77,Cardio,2,43,327,1
U9238,41,Male,166,68.3,24.8,Build Muscle,Intermediate,Gym,7,10,2,0.7,76,Push,2,47,392,1
U9239,25,Male,152,69.8,30.2,Lose Weight,Beginner,Gym,6.4,5,1,0.6,91,Full Body,1,57,603,1
U9240,29,Male,158,55.2,22.1,Build Muscle,Beginner,Mixed,7.3,4,0,0.61,46,Legs,1,68,765,1
U9241,41,Male,173,75.7,25.3,Lose Weight,Advanced,Home,8.3,9,0,0.71,49,Cardio,3,31,318,1
U9242,25,Female,190,90.2,25,Improve Fitness,Beginner,Mixed,6.3,3,6,0.25,70,Upper Body,1,51,572,0
U9243,25,Male,159,67.5,26.7,Build Muscle,Intermediate,Gym,8.4,1,4,1,81,Pull,2,66,451,1
U9244,22,Male,167,79.2,28.4,Gain Strength,Beginner,Gym,5.7,3,4,1,91,Pull,1,45,469,1
U9245,21,Female,188,81.3,23,Gain Strength,Intermediate,Mixed,7.8,5,4,0.82,94,Upper Body,2,56,511,1
U9246,25,Female,170,69.1,23.9,Gain Strength,Intermediate,Home,6.3,3,0,0.63,85,Push,2,49,386,1
U9247,33,Male,171,49.7,17,Improve Fitness,Advanced,Home,4.5,0,6,0.88,76,Full Body,3,58,571,1
U9248,42,Female,182,81.5,24.6,Lose Weight,Intermediate,Mixed,5.7,2,1,0.41,62,Recovery,2,23,199,0
U9249,34,Female,151,59.3,26,Build Muscle,Intermediate,Mixed,6.5,0,3,0.88,57,Full Body,2,47,538,1
U9250,40,Male,151,50.8,22.3,Gain Strength,Beginner,Home,7.9,4,4,0.65,67,Pull,1,54,552,1
U9251,18,Female,156,53.1,21.8,Build Muscle,Beginner,Gym,6.2,5,5,0.78,79,Push,1,69,556,1
U9252,28,Male,165,69.4,25.5,Build Muscle,Intermediate,Home,6.4,2,2,0.68,95,Pull,2,45,414,1
U9253,41,Female,185,63.3,18.5,Lose Weight,Beginner,Gym,9.2,9,6,0.74,69,Lower Body,1,47,318,1
U9254,41,Male,179,91.3,28.5,Gain Strength,Intermediate,Gym,4.8,3,5,0.97,99,Push,2,51,574,1
U9255,42,Female,189,103.9,29.1,Build Muscle,Beginner,Home,4.8,0,2,0.86,96,Legs,1,72,717,1
U9256,33,Male,156,75.4,31,Build Muscle,Advanced,Home,5.6,6,6,0.9,98,Push,3,62,548,1
U9257,19,Female,162,64.6,24.6,Lose Weight,Beginner,Gym,5.5,4,3,0.87,87,Full Body,1,60,648,1
U9258,23,Male,152,55.2,23.9,Lose Weight,Beginner,Gym,5.8,3,4,0.9,60,Full Body,1,51,466,1
U9259,23,Female,185,89.7,26.2,Lose Weight,Beginner,Gym,8.8,5,2,0.42,85,Cardio,1,39,361,1
U9260,28,Female,163,62.7,23.6,Gain Strength,Intermediate,Gym,6.9,1,0,0.81,60,Upper Body,2,53,471,1
U9261,23,Male,167,54.7,19.6,Build Muscle,Intermediate,Mixed,5.1,8,2,0.94,66,Lower Body,2,60,430,1
U9262,44,Female,162,70.6,26.9,Gain Strength,Intermediate,Gym,6.6,1,4,0.51,81,Legs,2,72,801,1
U9263,31,Male,179,83,25.9,Gain Strength,Beginner,Gym,6.8,8,4,0.77,57,Push,1,47,344,1
U9264,33,Female,169,82.8,29,Build Muscle,Intermediate,Gym,8.5,10,3,0.86,66,Upper Body,2,50,538,1
U9265,21,Male,191,90.1,24.7,Lose Weight,Intermediate,Gym,8.8,4,1,0.95,100,Cardio,2,39,270,1
U9266,20,Male,173,63.4,21.2,Lose Weight,Advanced,Gym,6.1,8,5,0.74,78,Cardio,3,33,245,1
U9267,32,Male,165,65.1,23.9,Gain Strength,Intermediate,Gym,6.7,4,3,0.95,70,Push,2,63,645,1
U9268,35,Male,177,60.8,19.4,Improve Fitness,Beginner,Gym,5.9,1,6,0.76,100,Cardio,1,47,355,1
U9269,39,Female,150,45.9,20.4,Build Muscle,Intermediate,Gym,6.8,10,2,1,64,Legs,2,58,439,1
U9270,26,Male,159,66.7,26.4,Build Muscle,Intermediate,Gym,9.2,9,5,0.55,67,Pull,2,55,452,1
U9271,29,Female,183,75.4,22.5,Build Muscle,Intermediate,Gym,5.4,4,1,1,63,Full Body,2,56,511,1
U9272,35,Female,163,55.3,20.8,Build Muscle,Beginner,Home,6.6,2,0,0.89,73,Legs,1,51,544,1
U9273,33,Male,169,60.5,21.2,Build Muscle,Intermediate,Home,7.6,4,6,0.87,71,Legs,2,45,396,1
U9274,25,Female,173,70.3,23.5,Gain Strength,Intermediate,Gym,8.2,1,1,0.69,96,Upper Body,2,56,503,1
U9275,30,Female,165,58,21.3,Lose Weight,Beginner,Gym,6.2,4,4,0.56,68,Cardio,1,43,488,1
U9276,34,Female,178,77.6,24.5,Lose Weight,Intermediate,Home,5.6,5,5,0.74,80,Cardio,2,49,324,1
U9277,43,Male,159,46.3,18.3,Build Muscle,Beginner,Mixed,6.5,2,5,0.82,55,Pull,1,53,537,1
U9278,20,Female,153,54.3,23.2,Improve Fitness,Advanced,Home,8.3,3,1,1,78,Lower Body,3,42,310,1
U9279,20,Female,161,61.7,23.8,Lose Weight,Advanced,Mixed,6.5,5,3,0.88,89,Full Body,3,49,515,1
U9280,21,Female,157,48.3,19.6,Lose Weight,Beginner,Home,8.1,9,3,0.61,59,Cardio,1,36,391,1
U9281,22,Female,170,69.1,23.9,Build Muscle,Beginner,Home,8.2,3,4,0.78,76,Legs,1,72,572,1
U9282,34,Female,170,75.1,26,Improve Fitness,Intermediate,Gym,7.6,9,2,0.7,81,Full Body,2,52,503,1
U9283,33,Female,158,54.2,21.7,Build Muscle,Intermediate,Home,7.8,4,6,0.87,82,Push,2,50,535,1
U9284,39,Male,190,100,27.7,Improve Fitness,Beginner,Gym,7.6,0,1,0.93,37,Cardio,1,44,464,1
U9285,31,Female,178,89,28.1,Build Muscle,Beginner,Gym,9.3,8,5,0.61,60,Full Body,1,58,410,1
U9286,33,Female,187,104.6,29.9,Build Muscle,Advanced,Gym,6.1,3,4,0.6,74,Pull,3,56,398,1
U9287,34,Female,151,48.1,21.1,Improve Fitness,Advanced,Gym,8.1,7,0,0.58,77,Upper Body,3,65,548,1
U9288,22,Male,187,89.9,25.7,Gain Strength,Intermediate,Home,8.9,4,4,0.93,64,Legs,2,57,630,1
U9289,24,Female,193,71.5,19.2,Improve Fitness,Intermediate,Gym,8,2,4,0.6,66,Upper Body,2,52,585,1
U9290,41,Female,193,74.5,20,Improve Fitness,Beginner,Gym,7.8,6,2,0.6,71,Lower Body,1,47,356,1
U9291,24,Female,178,77.3,24.4,Improve Fitness,Beginner,Gym,7.3,7,0,0.84,68,Full Body,1,60,526,1
U9292,18,Female,161,55.5,21.4,Build Muscle,Beginner,Mixed,5.1,10,6,0.74,69,Legs,1,70,534,1
U9293,28,Female,176,66.6,21.5,Lose Weight,Beginner,Mixed,7.2,3,1,0.87,88,Cardio,1,49,385,1
U9294,26,Male,150,40.7,18.1,Build Muscle,Intermediate,Home,6.7,1,2,0.89,95,Pull,2,67,512,1
U9295,41,Female,195,80.2,21.1,Lose Weight,Intermediate,Gym,8.6,1,3,0.48,89,Cardio,2,31,354,1
U9296,26,Male,189,83.2,23.3,Build Muscle,Intermediate,Gym,8.8,10,5,0.64,67,Legs,2,49,461,1
U9297,25,Male,175,73.2,23.9,Build Muscle,Beginner,Mixed,5.4,10,6,0.4,79,Upper Body,1,64,698,0
U9298,42,Male,184,97.2,28.7,Build Muscle,Beginner,Gym,7.8,2,4,0.49,79,Pull,1,67,723,1
U9299,36,Male,191,74.1,20.3,Gain Strength,Intermediate,Gym,7.5,9,3,0.92,77,Lower Body,2,54,529,1
U9300,18,Male,185,105.1,30.7,Gain Strength,Beginner,Gym,6.9,7,0,0.68,73,Upper Body,1,59,620,1
U9301,40,Female,192,69.7,18.9,Lose Weight,Intermediate,Home,6.7,6,0,0.66,67,Full Body,2,40,394,1
U9302,23,Male,154,60.7,25.6,Build Muscle,Advanced,Gym,5.5,3,3,0.51,88,Lower Body,3,43,366,1
U9303,21,Female,182,56.3,17,Build Muscle,Beginner,Gym,7.8,8,6,0.65,74,Legs,1,60,654,1
U9304,35,Male,160,79.4,31,Build Muscle,Beginner,Gym,7,7,3,0.83,72,Legs,1,61,669,1
U9305,34,Female,159,60.7,24,Build Muscle,Beginner,Home,6.8,7,1,0.85,61,Legs,1,58,632,1
U9306,19,Male,178,62.4,19.7,Build Muscle,Beginner,Gym,7.2,3,4,0.75,44,Legs,1,62,542,1
U9307,19,Female,181,80.3,24.5,Improve Fitness,Beginner,Mixed,5.8,3,2,0.83,44,Upper Body,1,61,487,1
U9308,19,Male,188,115.2,32.6,Lose Weight,Beginner,Gym,6.7,9,6,0.56,67,Full Body,1,45,378,1
U9309,30,Female,169,76.5,26.8,Improve Fitness,Beginner,Gym,8.1,3,4,0.67,50,Full Body,1,58,644,1
U9310,32,Male,164,52.2,19.4,Improve Fitness,Beginner,Gym,7.4,7,5,0.9,88,Full Body,1,45,498,1
U9311,19,Female,171,73.7,25.2,Improve Fitness,Intermediate,Gym,8.2,4,5,1,89,Full Body,2,60,520,1
U9312,40,Male,182,94.1,28.4,Build Muscle,Intermediate,Gym,6.2,0,0,0.89,78,Push,2,60,469,1
U9313,24,Female,176,84.3,27.2,Lose Weight,Beginner,Mixed,8.5,9,3,0.78,70,Full Body,1,59,655,1
U9314,35,Female,185,68.4,20,Lose Weight,Intermediate,Gym,6.8,4,5,0.76,76,Cardio,2,36,296,1
U9315,29,Female,155,61.3,25.5,Build Muscle,Intermediate,Home,8.2,8,5,0.88,71,Pull,2,51,372,1
U9316,35,Male,154,49.6,20.9,Lose Weight,Beginner,Gym,7.5,0,1,1,76,Cardio,1,38,357,1
U9317,39,Male,176,72.2,23.3,Gain Strength,Beginner,Home,7.7,0,2,0.83,80,Pull,1,55,388,1
U9318,43,Male,153,70.9,30.3,Improve Fitness,Beginner,Gym,7.5,10,1,0.96,75,Full Body,1,46,494,1
U9319,34,Female,179,99,30.9,Build Muscle,Intermediate,Gym,8.4,1,4,0.89,83,Upper Body,2,62,613,1
U9320,20,Male,166,94.2,34.2,Improve Fitness,Beginner,Gym,8.3,2,2,0.57,75,Full Body,1,44,315,1
U9321,37,Female,150,52.6,23.4,Build Muscle,Intermediate,Gym,9.4,8,1,0.95,100,Lower Body,2,44,439,1
U9322,24,Female,175,65.2,21.3,Improve Fitness,Beginner,Mixed,8.3,7,2,0.47,48,Cardio,1,36,383,0
U9323,30,Female,157,56.2,22.8,Gain Strength,Beginner,Home,8.8,1,3,0.54,71,Legs,1,66,459,1
U9324,29,Male,167,82.3,29.5,Gain Strength,Intermediate,Gym,8,4,0,1,72,Legs,2,47,342,1
U9325,27,Male,191,82.4,22.6,Build Muscle,Advanced,Home,5.9,9,1,0.65,55,Upper Body,3,49,324,1
U9326,28,Male,190,61.4,17,Gain Strength,Advanced,Mixed,9.3,8,2,0.73,100,Push,3,51,527,1
U9327,21,Female,155,50.5,21,Build Muscle,Intermediate,Mixed,6.6,1,3,0.58,62,Upper Body,2,62,613,1
U9328,27,Female,152,65.2,28.2,Gain Strength,Advanced,Gym,7.7,9,6,0.88,92,Pull,3,57,468,1
U9329,26,Male,182,96.7,29.2,Build Muscle,Beginner,Gym,6,4,5,0.63,73,Upper Body,1,43,490,1
U9330,26,Male,160,92.2,36,Build Muscle,Intermediate,Mixed,7.9,3,2,0.74,82,Push,2,69,456,1
U9331,33,Male,153,51.5,22,Gain Strength,Beginner,Mixed,7.4,5,3,0.89,71,Legs,1,47,346,1
U9332,42,Male,175,65.2,21.3,Lose Weight,Advanced,Home,7,3,0,0.66,51,Recovery,3,31,237,1
U9333,20,Female,174,66.9,22.1,Improve Fitness,Intermediate,Gym,5.6,1,6,0.5,54,Full Body,2,58,646,1
U9334,31,Male,155,68.5,28.5,Lose Weight,Intermediate,Gym,8.7,7,3,0.44,95,Cardio,2,38,356,1
U9335,24,Male,193,73.8,19.8,Improve Fitness,Beginner,Gym,7.9,1,6,0.77,81,Upper Body,1,42,389,1
U9336,32,Female,150,44.1,19.6,Gain Strength,Intermediate,Gym,5.1,4,4,0.58,78,Push,2,63,456,1
U9337,29,Male,193,121.8,32.7,Build Muscle,Advanced,Mixed,6,4,3,0.7,60,Push,3,63,576,1
U9338,39,Female,181,79.9,24.4,Lose Weight,Beginner,Gym,5,7,1,0.99,72,Cardio,1,48,338,1
U9339,25,Female,186,98.3,28.4,Improve Fitness,Intermediate,Home,6.8,0,2,0.75,88,Lower Body,2,49,496,1
U9340,41,Female,173,75.1,25.1,Build Muscle,Beginner,Home,7.3,7,5,0.58,63,Push,1,45,497,1
U9341,24,Female,177,63.3,20.2,Build Muscle,Intermediate,Gym,6.3,9,6,0.95,99,Upper Body,2,53,561,1
U9342,43,Male,162,50.7,19.3,Lose Weight,Beginner,Mixed,7.5,1,0,0.66,92,Cardio,1,38,430,1
U9343,33,Male,181,82.2,25.1,Improve Fitness,Intermediate,Home,7.1,8,1,0.59,49,Lower Body,2,52,371,0
U9344,23,Female,167,77.3,27.7,Lose Weight,Intermediate,Home,7.5,7,0,0.79,63,Full Body,2,53,556,1
U9345,43,Male,169,68.3,23.9,Lose Weight,Advanced,Gym,8,0,3,0.9,54,Full Body,3,56,421,1
U9346,25,Female,194,82,21.8,Improve Fitness,Beginner,Gym,5.6,2,2,0.76,85,Full Body,1,59,496,1
U9347,37,Female,150,52.4,23.3,Lose Weight,Intermediate,Home,6.4,8,0,0.66,100,Cardio,2,39,270,1
U9348,36,Male,170,85.3,29.5,Gain Strength,Intermediate,Gym,7.9,3,6,0.78,71,Push,2,61,480,1
U9349,22,Female,152,47.8,20.7,Gain Strength,Intermediate,Gym,5.9,10,5,0.62,57,Lower Body,2,40,454,0
U9350,33,Female,175,67.1,21.9,Build Muscle,Intermediate,Gym,7,5,6,0.72,62,Upper Body,2,44,334,1
U9351,36,Female,177,83.3,26.6,Gain Strength,Beginner,Home,6.9,7,2,0.76,60,Legs,1,72,513,1
U9352,24,Female,169,78.3,27.4,Lose Weight,Beginner,Mixed,6.5,1,1,1,68,Cardio,1,50,386,1
U9353,41,Male,183,80.7,24.1,Gain Strength,Intermediate,Gym,7.8,7,6,0.87,85,Legs,2,69,721,1
U9354,34,Male,153,74.9,32,Gain Strength,Beginner,Mixed,7.8,2,5,0.71,64,Lower Body,1,64,457,1
U9355,20,Female,153,55.9,23.9,Gain Strength,Advanced,Gym,8.7,8,6,0.47,59,Upper Body,3,55,467,1
U9356,44,Male,173,70.6,23.6,Build Muscle,Beginner,Mixed,6.2,1,2,0.65,99,Legs,1,74,613,1
U9357,38,Male,161,60.1,23.2,Lose Weight,Intermediate,Mixed,7.6,2,4,0.42,55,Full Body,2,52,528,1
U9358,35,Male,178,90,28.4,Lose Weight,Advanced,Mixed,8.9,10,2,0.76,67,Lower Body,3,53,535,1
U9359,20,Male,192,98.1,26.6,Gain Strength,Advanced,Home,4.5,6,3,0.76,56,Pull,3,48,337,1
U9360,34,Male,185,95.1,27.8,Improve Fitness,Beginner,Home,4.7,0,0,0.61,71,Full Body,1,48,527,1
U9361,38,Male,165,58,21.3,Build Muscle,Beginner,Home,6.7,3,6,0.88,71,Upper Body,1,45,386,1
U9362,21,Female,194,77.5,20.6,Gain Strength,Intermediate,Gym,8.1,0,1,0.77,76,Upper Body,2,62,408,1
U9363,38,Male,180,67.4,20.8,Build Muscle,Intermediate,Gym,4.5,1,0,0.56,56,Full Body,2,51,555,0
U9364,39,Female,174,66.3,21.9,Improve Fitness,Intermediate,Gym,6.2,8,4,0.74,85,Full Body,2,53,558,1
U9365,29,Male,166,79.9,29,Build Muscle,Advanced,Mixed,8,4,2,0.56,72,Push,3,57,447,1
U9366,25,Male,186,107.6,31.1,Gain Strength,Beginner,Gym,5.4,6,0,0.96,57,Pull,1,70,610,1
U9367,21,Male,180,83.3,25.7,Build Muscle,Beginner,Home,7.6,2,1,0.75,100,Upper Body,1,65,738,1
U9368,28,Male,156,56.5,23.2,Gain Strength,Beginner,Home,5.3,5,1,0.78,69,Lower Body,1,40,387,1
U9369,28,Female,156,65.2,26.8,Gain Strength,Intermediate,Gym,8.1,5,2,0.71,78,Legs,2,63,456,1
U9370,26,Male,164,67.5,25.1,Build Muscle,Beginner,Gym,9.1,4,0,0.65,61,Lower Body,1,64,558,1
U9371,22,Male,159,71.3,28.2,Build Muscle,Beginner,Mixed,6.1,6,1,0.79,69,Push,1,48,458,1
U9372,40,Male,190,87,24.1,Build Muscle,Intermediate,Mixed,9.5,8,4,0.94,87,Legs,2,47,496,1
U9373,25,Male,168,75.4,26.7,Build Muscle,Advanced,Mixed,6.3,7,4,0.77,80,Legs,3,69,581,1
U9374,42,Male,155,60.8,25.3,Build Muscle,Advanced,Home,7.2,3,0,0.65,76,Upper Body,3,60,492,1
U9375,24,Female,173,66.7,22.3,Improve Fitness,Intermediate,Home,7.9,10,4,0.36,92,Full Body,2,49,344,0
U9376,41,Male,163,50.5,19,Build Muscle,Beginner,Home,5.9,7,4,0.79,80,Lower Body,1,42,316,1
U9377,44,Male,177,104,33.2,Build Muscle,Beginner,Gym,7.4,6,6,0.71,74,Upper Body,1,41,423,1
U9378,45,Male,181,102.2,31.2,Lose Weight,Beginner,Gym,9.5,3,4,0.69,80,Full Body,1,46,400,1
U9379,18,Female,163,64.3,24.2,Build Muscle,Advanced,Mixed,7,4,0,1,58,Push,3,70,730,1
U9380,21,Female,177,53.3,17,Lose Weight,Beginner,Mixed,7.4,9,1,0.94,75,Cardio,1,33,378,1
U9381,22,Female,195,101.1,26.6,Lose Weight,Beginner,Home,7.9,9,2,0.74,80,Cardio,1,45,386,1
U9382,26,Female,170,77.5,26.8,Lose Weight,Advanced,Gym,4.9,4,1,0.74,48,Lower Body,3,61,524,1
U9383,35,Female,175,74.4,24.3,Lose Weight,Intermediate,Home,6.6,4,4,0.91,75,Full Body,2,46,460,1
U9384,29,Female,191,96.7,26.5,Build Muscle,Beginner,Gym,6.9,2,1,0.91,48,Full Body,1,59,385,1
U9385,24,Female,168,58.4,20.7,Lose Weight,Advanced,Gym,8.5,1,6,0.64,39,Full Body,3,50,357,1
U9386,45,Female,165,83.3,30.6,Build Muscle,Beginner,Gym,8.3,1,5,0.85,73,Upper Body,1,61,578,1
U9387,28,Female,152,72.8,31.5,Lose Weight,Advanced,Gym,8.5,1,0,1,82,Lower Body,3,41,364,1
U9388,27,Female,165,68.1,25,Build Muscle,Intermediate,Home,6.7,10,1,0.49,79,Push,2,58,552,0
U9389,37,Male,172,79.9,27,Lose Weight,Beginner,Gym,6.7,3,3,0.83,67,Cardio,1,44,323,1
U9390,23,Male,190,101.4,28.1,Build Muscle,Intermediate,Home,6.1,7,0,0.53,68,Pull,2,46,421,0
U9391,44,Female,180,90.7,28,Lose Weight,Intermediate,Home,5.8,3,2,0.91,47,Lower Body,2,47,459,1
U9392,30,Male,175,72,23.5,Gain Strength,Beginner,Gym,5.5,8,4,0.25,77,Legs,1,58,452,0
U9393,29,Female,183,79.7,23.8,Build Muscle,Advanced,Gym,5.6,5,1,0.63,78,Full Body,3,40,268,1
U9394,40,Female,192,84.8,23,Build Muscle,Beginner,Gym,6.9,3,6,0.65,63,Pull,1,56,634,1
U9395,42,Female,187,76.9,22,Build Muscle,Beginner,Mixed,6.4,2,1,0.58,56,Pull,1,55,505,1
U9396,19,Female,186,79.2,22.9,Build Muscle,Beginner,Gym,6.4,9,4,0.53,83,Push,1,62,689,1
U9397,23,Male,176,92,29.7,Improve Fitness,Beginner,Gym,7.1,5,5,0.73,61,Cardio,1,36,344,1
U9398,19,Female,181,95,29,Lose Weight,Advanced,Home,9,7,0,0.69,64,Cardio,3,30,255,1
U9399,20,Male,153,60.6,25.9,Lose Weight,Beginner,Home,7.2,7,6,0.63,79,Lower Body,1,65,588,1
U9400,25,Female,195,108,28.4,Lose Weight,Beginner,Gym,6.2,8,3,1,49,Recovery,1,25,251,1
U9401,33,Male,172,61.8,20.9,Gain Strength,Advanced,Home,7.4,7,2,1,63,Legs,3,49,514,1
U9402,43,Female,164,53.8,20,Gain Strength,Beginner,Home,7.7,2,1,0.68,81,Legs,1,66,674,1
U9403,24,Female,154,57.4,24.2,Build Muscle,Beginner,Gym,6.2,0,4,1,30,Full Body,1,49,541,1
U9404,29,Female,163,85.3,32.1,Improve Fitness,Beginner,Gym,8.1,3,1,0.59,100,Full Body,1,42,349,1
U9405,25,Male,165,50.9,18.7,Lose Weight,Intermediate,Mixed,8.2,7,5,0.35,54,Lower Body,2,65,684,0
U9406,37,Male,168,55.6,19.7,Improve Fitness,Beginner,Mixed,6.3,4,1,0.72,59,Upper Body,1,62,441,1
U9407,29,Female,164,45.7,17,Improve Fitness,Beginner,Gym,7.6,10,4,0.73,78,Recovery,1,20,136,1
U9408,27,Female,158,62.9,25.2,Build Muscle,Beginner,Home,8.1,10,0,0.71,87,Full Body,1,60,405,1
U9409,20,Male,153,49.6,21.2,Lose Weight,Beginner,Mixed,6.3,3,4,0.97,92,Cardio,1,42,284,1
U9410,30,Male,187,94.1,26.9,Build Muscle,Beginner,Gym,6.1,3,6,0.55,91,Upper Body,1,48,513,1
U9411,37,Male,162,78.2,29.8,Lose Weight,Beginner,Home,7,7,3,1,78,Full Body,1,41,394,1
U9412,23,Female,182,65.6,19.8,Build Muscle,Intermediate,Gym,6.8,8,3,0.72,73,Push,2,69,775,1
U9413,27,Male,192,109.9,29.8,Build Muscle,Intermediate,Gym,6,5,1,0.48,81,Upper Body,2,47,360,1
U9414,32,Female,180,72.6,22.4,Build Muscle,Advanced,Gym,9.5,2,3,0.89,64,Pull,3,47,513,1
U9415,19,Female,160,75.8,29.6,Build Muscle,Advanced,Gym,7.9,2,6,0.83,70,Lower Body,3,62,498,1
U9416,31,Female,161,68.2,26.3,Gain Strength,Beginner,Mixed,4.8,8,0,0.96,30,Lower Body,1,48,486,0
U9417,43,Female,185,77.3,22.6,Lose Weight,Intermediate,Home,5.3,6,1,0.63,70,Cardio,2,40,421,1
U9418,25,Male,178,61.8,19.5,Build Muscle,Beginner,Home,4.5,3,0,0.76,100,Pull,1,63,578,1
U9419,31,Female,190,83,23,Gain Strength,Beginner,Gym,8.2,5,6,0.99,43,Legs,1,57,466,1
U9420,27,Female,151,51.5,22.6,Gain Strength,Beginner,Gym,5.7,8,4,0.57,97,Lower Body,1,57,518,1
